用户名称,评论时间,评论内容
Sp好酷,10月31日 23:57,多好听的一首歌，为啥高中的时候我室友偏把它当做早起闹钟啊，关键是响了还不关！！！现在一听浑身鸡皮疙瘩
冬风烈_,10月31日 23:52,别让爱的人失望
lurrrrrrrrr,10月31日 23:51,时间也偷走了我的爸爸
M迈汤圆J,10月31日 23:48,想的美
小高与小小高,10月31日 23:29,高中肄业单招到大专，新生第一年参军，因事故无优秀士兵的我，很高兴我今年顺利以正常全日制考试通过专升本，感谢国家和父母的支持，人生虽有不如意事常八九，我很高兴认识了洁哥，我的贪心也越有目标，俗话说得好撑死胆大的，祝愿2023年考研人都考上自己的梦想，士兵计划西藏大学～高扬
wenyc咯,10月31日 23:25,听说双相做了mect就会失忆 我早该去做一下 就像电脑的delete …
yuoker,10月31日 23:18,上周交了毕业论文，转眼硕士都要毕业了，这个世界对男生成长的速度要求太快了，买不起房，谈不起恋爱，职业天花板似乎触手可及，初出茅庐势单力薄的年轻人靠一腔热血真的能撑起家庭和未来么？
111是雾总会散,10月31日 23:08,生日快乐
夏夜微冷独怅惘,10月31日 22:56,2021.加油 爱 李岱玟
北海以北半度微凉啊,10月31日 22:54,我的青春结束在了20年爆发的疫情里
Monday-593,10月31日 22:51,时间是让人猝不及防的东西，晴时有风阴有时雨，争不过朝夕又念着往昔，偷走了青丝却留住一个你，岁月是一场有去无回的旅行，好的坏的都是风景，别怪我贪心只是不愿醒，因为你只为你愿和我一起，看云淡风轻，
Monday-593,10月31日 22:51,时间是让人猝不及防的东西，晴时有风阴有时雨，争不过朝夕又念着往昔，偷走了青丝却留住一个你，岁月是一场有去无回的旅行，好的坏的都是风景，别怪我贪心只是不愿醒，因为你只为你愿和我一起，看云淡风轻，
菅田小婷_,10月31日 22:21,顺其自然吧
菅田小婷_,10月31日 22:21,可能只是一时兴起吧
雾散了_likeyou,10月31日 22:12,没有人能走进我心里 . 也没人带着真诚来好好爱我 . 大家都画大饼 . 都一口一个承诺 . 都装作很爱 . 于是我不想爱了 .
SH-Slytherin,10月31日 22:06,我觉着是珍惜眼前人
蜜桃青檬水,10月31日 22:00,高二的时候对着她唱的这首歌，她还笑着问我以后会不会娶她，现在大二只能听着这首歌才能想起她
多多喝养乐多,10月31日 13:51,本以为时间可以忘掉你 不过好像并没有而是越来越想想念
依依是萌新呀,10月31日 13:33,2年真短啊......你的话我会一直记得
真就不知道取啥名,10月31日 12:46,加油！不知道现在怎么样了，但我相信你们一定可以挺过来的！
专一的李某人,10月31日 12:13,猝不及防的结尾
__桃气波波,10月31日 11:42,好焦虑哦
阿青_qmOC,10月31日 10:33,发过的
秋日末年,10月31日 10:17,这个是什么调，要参加校园歌手大赛，求帮助
倾耳听_sh,10月31日 09:40,爷爷奶奶，好想你们，好想和你们说说话
满眼星河lzh,10月31日 09:34,57_
Skyking彡1805,10月31日 09:32,换了种身份更好的在她身边保护她
小王想听歌啦,10月31日 08:53,好好听[多多大笑]
隋_棠,10月31日 08:50,如今已经静不下心听完这首歌
背着喜之郎的太空流浪者,10月31日 08:35,nt
A硝酸甘油,10月31日 08:11,活到今天所有的后悔和自责都留给妈妈，在我刚刚要懂事的时候，却再也看不见她了
_追__,10月31日 07:47,现在的时间格外短暂又珍贵
Avocado_cc,10月31日 07:46,还有一个多小时??就变成冬令时啦！俺多偷了一个小时
释然190406,10月31日 05:54,珍惜现在的时光，很荣幸你是陪我走到白发苍苍的那个人！
Melodyremix__,10月31日 04:35,万分感谢
洛城老哥,10月31日 04:00,综合老几个咖的风格！但是关键还是不是纯模仿！有自己的风格！这就是差异！之前听个歌，今天又听新歌！美妙！只能这么说！
洛城老哥,10月31日 03:58,神了
座瓶水是我惜可,10月30日 22:07,赫冼张掉戒何如
#NAME?,10月30日 22:02,@眼里有星光-- 那就找一个评论多的音乐吧 我想大声告诉赵慧艳 就是我现在的女朋友 我们一定会结婚的
Chamomile-wyy,10月30日 21:30,黎明星要永远爱萧何?
遇-R-,10月30日 21:22,因为水火无情
石溪伢子,10月30日 21:06,美丑是没有标准的，重要是你怎么想
z张小山,10月30日 21:05,2021年10月30日。我在
RAN然尬,10月30日 21:04,"满地金黄的银杏叶，紧紧扣在一起的双手，你的齐耳短发，操场边体考的加油声，落进教室一角的日光……
很想你们，真的，很想那段时光"
RAN然尬,10月30日 21:01,"这是初中的时候唱过的歌，记得那个时候班主任很严，我们每天也都超级累，但都几个很好的朋友，虽然也吵过架，虽然也会疏离，虽然合合但最后毕业快门落下，照片里紧紧挨着的还是我们，放学后想相互说再见的还是我们，约定永远不要忘记的还是我们……
突然又听到这首歌，好像曾经熟悉的一切又扑面而来"
三希莫子,10月30日 20:49,[多多大笑]真在听
就叫hoyi好吧,10月30日 20:29,有的 10月30日
10月30日谢谢王文郡,10月30日 20:22,有啊
Cz幸_,10月30日 20:18,抱抱 加油啊
Cz幸_,10月30日 20:17,谢谢你
孙786942,10月30日 20:10,只要不死
依东芙蕖,10月30日 20:07,当然有啊
小腕豪,10月30日 19:46,当然了
#NAME?,10月30日 19:35,高中的闹铃 好像回到高中呀 和我的好姐妹一起 好想她们 现在大家都在不同学校很少见面了 过去的时光真的太美好了
泊砚yan,10月30日 19:35,骗婚gay
幽灵少女er,10月30日 19:33,是什么时候起，我不再渴望长大，只希望时间过的慢点再慢点
安夏r,10月30日 19:27,好久没听了，竟然换封面了，好漂亮啊
自由从此不再自由,10月30日 13:23,诶，我算一算，俺好像也是2023高考嘞。浙大冲！
云村村民162011252928165,10月30日 13:20,谢谢！你也是
幽南-_-,10月30日 13:15,有的
深不见底的海98,10月30日 13:14,当然啦
武陵捕鱼人人,10月30日 12:51,时至今日，终于敢听一听这首歌，也终于敢拆完了所有的胶囊，真的很多年了
Nukk,10月30日 12:40,这个是不是改过了，以前听好像不是这个伴奏
小瑶nicey,10月30日 12:31,加油！
#NAME?,10月30日 12:13,有
Lx_0717,10月30日 12:12,PL品质
你还爱他吗_GYcG,10月30日 12:00,“一个破账号你还要看多少遍”
捏捏肥脸_yyqx,10月30日 11:45,Y 我炽热的心脏永远为你跳动
看过千亿山和水,10月30日 11:35,前进的动力，加油未来可期
原神-魈,10月30日 11:31,1000万个尾巴，它不香吗？（手动滑稽）
攸攸小笨蛋,10月30日 11:20,对啊。
lll熱忱lll,10月30日 10:59,男朋友收藏这首歌了 我们要分手了吗。
y向远y,10月30日 10:54,我说这歌版权哪去了，原来在网易云?
烟花绊嘚温柔,10月30日 10:44,已经分不清是喜欢还是执念 误打误撞的喜欢却没想爱意如此汹涌
等你的七月与长安,10月30日 10:36,今天天气很好，心情不错，希望你永远开心
拔刀斩落樱花哟,10月30日 10:31,都在
v不遇,10月30日 10:23,有的
破滅不死,10月29日 19:07,以前好的坏的不明白的长大了都会懂的
为什么失眠__,10月29日 19:04,打卡你喜欢的第九十三首歌
用户1650242143,10月29日 18:24,我放弃了
以可可脆为核心,10月29日 18:03,人生有时候真的很快，但愿不留遗憾
郭家公子世无双,10月29日 18:00,时光会带走很多东西，慢慢掩藏
可真是个意外,10月29日 17:48,改版了？
童童不是很帅,10月29日 17:48,牛逼
野津英滉,10月29日 17:46,祝自己生日快乐
几多流年,10月29日 17:43,在复习准备考研啦
用户4986009911,10月29日 17:07,我只爱我寄宿的云南，因为其它省 我都不爱；我只爱云南的昭通市 因为其它市我都不爱；我只爱昭通市的土城乡 因为其它乡我都不爱…… 我的爱狭隘、偏执，像针尖上的蜂蜜 假如有一天我再不能继续下去 我会只爱我的亲人——这逐渐缩小的过程 耗尽了我的青春和悲悯
白衬衫911,10月29日 16:10,那时我们年轻我们有梦，关于理想关于爱情，关于穿越世界的旅行，如今我们深夜饮酒，杯子碰到一起都是梦破碎的声音
Slowvideo,10月29日 16:05,还真是原来留下的都是真的...
Slowvideo,10月29日 16:02,三年吗？还是五年了啊...刚刚认真的回想了一下是五年过去了...时间真是在一瞬间就转瞬即逝 就算我怎么哭喊拉扯都留不住
悬崖之下看满天繁星,10月29日 14:17,我还留着，但是已经没有她的联系方式了
快_乐是什么,10月29日 13:08,武汉疫情我不怕 石家庄疫情我不怕 河南强风暴雨我也不怕 但这次疫情在内蒙我怕了 我只希望内蒙平平安安 因为我牵挂的人在这里 我爱的人也在这里
甫宁,10月29日 12:56,我还是喜欢从前开头有旋钮声音两分多钟的那个版本
柚子味的诗hfw,10月29日 12:54,一切都会好的，加油啊！?
飞鸽_NauA,10月29日 12:18,不会的，我和他也这样
BuckRMB,10月29日 11:48,冷咖啡离开了杯垫？
Mrs李李李,10月29日 10:57,再也不会有人像你那样哄我开心了
okay128,10月28日 16:27,人一生充满遗憾
神明护佑1,10月28日 16:21,措不及防的是时间
mob--影山茂夫,10月28日 16:19,那我就告诉你一个秘密，她是我很喜欢的一个歌手
差点没头的尼克O,10月28日 15:38,歌被换过吗？觉得和以前听的不一样，快了，没以前好听了
Delicateczx_,10月28日 14:14,好生气 但只能把拳头打进棉花里 就像只能把生气的情绪写到海海的十万加的评论里
嘚塔丶,10月28日 14:14,一听到这首歌，就又想起来你曾经哭着录给我听
AustinYee58,10月28日 13:30,额，好在我下载旧版的，这新唱的不行
如果爱虔诚爱,10月28日 12:14,@辛巴O-YO
他點起煙說起從前,10月28日 11:20,我们有着荒唐的开始，分开的却无声无息，总觉得自己放得下，却在夜晚经常梦到
他點起煙說起從前,10月28日 11:15,始于心动终于时间
木帛1809,10月28日 10:09,我的爷爷奶奶已经很老了，时间总是不明显，我以为他们的样子没有改变
木帛1809,10月28日 10:07,
木帛1809,10月28日 10:07,2021.10.28
木帛1809,10月28日 09:54,我
我要不丑还是挺好看的,10月28日 09:45,直接打脸。
请叫我大熊啊,10月28日 08:18,金岐玟1986年的 你90后，是你跳级了还是她留级了？（狗头）
安达卢西亚_YH,10月28日 07:43,我存着我的私心，希望你们圆满长久
夏天的y味道,10月28日 04:33,有
我要做网易最靓的仔,10月28日 04:11,路飞还没当上海贼王，魁拔还有大电影
余生为了伱,10月28日 02:19,你来人间一趟，要看看夜色星光，感岁月温柔模样。
希望的希乀,10月27日 20:55,谁又能赢过时间呢
爱慕未停_zs,10月27日 20:52,2021年10月27日，我在
唱不上高音的米米同学,10月27日 20:48,2021年10月底了，还有人在听这首歌吗
宇智波--蔡徐坤,10月27日 20:35,还活着
是枫动,10月27日 20:10,时间是小偷，我却抓不住他
Sjzzz-,10月27日 19:56,我在
吃个臭袜子,10月27日 19:44,我没有什么开阔的心胸我的格局也很小我不求生活中发生什么令我开心的事但谁触及到我的不开心了我也想他发生不幸或许就在今天
武先森森森森,10月27日 19:10,趁着不收钱能听就多听几遍
粥三_,10月27日 19:05,破防了
小卖部大大,10月27日 18:30,我的青春很多段，一首歌是一段
Meonry1902,10月27日 18:20,隔着屏幕的你不也是翻着来自不同人言论
小王的阿毛,10月27日 18:08,18岁时不懂，现在懂了
西米狗狗,10月27日 17:50,有呢
云村村民162996904979779,10月27日 17:38,一直在
好吧_妥协吧,10月27日 17:29,确实"简简单单″
終將我們腐朽的青春,10月27日 17:12,现在快要十一月喽
水中换气,10月27日 17:11,是不是封面改过了？
腹股沟军,10月27日 17:07,巨蟹女和摩羯男真的有以后吗，
腹股沟军,10月27日 17:07,我爱上一个不爱我的人，到他对我很好，又不想放弃
小吴_MqYn,10月27日 16:52,10月27日
小芮又困惹,10月27日 00:28,可能是我太封建了 我感觉暧昧只能和一个人搞 恋爱只能给一个人谈 一个人不能吃两个人做的饭.
Tozro02l,10月27日 00:24,@偷车一夜暴富
硕一世妖娆,10月27日 00:22,拍完了吗
硕一世妖娆,10月27日 00:21,现在应该大四了吧
感性二胖,10月27日 00:07,听了好几年了
HiMarilynMonr,10月27日 00:06,岁月是个猝不及防的东西 让我好想好想你哦
白衬衫911,10月27日 00:03,他应该快有宝宝了吧
小豆子au_,10月26日 23:57,"搬家后偶尔回家去看爷爷奶奶“奶奶 天太冷了”“睡会吧 睡会再走”我身上就有了一条又旧又有洗衣粉香的棉被 “这是我幼儿园的棉被”“对呀 我拆下来做成新的了 ”我转头看窗外 看太阳 看树 看屋顶 嗯 没变 还是跟十三年前一样的天空和味道
“奶奶 我睡啦”“我陪你”
时间真是让人猝不及防的东西"
南枫小酥,10月26日 23:52,"我生来平平淡淡，没有显赫的家世，没有倾城面貌
惊艳不了青春，斑驳不了岁月
可我依然想温暖时光，饱读诗书努力弥补我的平淡出生，后期绚烂绽放"
反正最后会是你,10月26日 23:36,好怕有天过后就见不到他了.
